"SpecimenCode","XID","CollectionCode","Site","Tree","Tray","DateCollected","Class","Order","Family","SpeciesCode","Genus","species","trophic","Origin","Stage","Lengthmm","Abundance","IND_BIOM"
"1131-003",4671,"VO9708-3","VO",8,3,"10/8/1997","Insecta","Hymenoptera","Ichneumonidae","spolflav","Spolas","flavifrons","P","endemic","adult","6",1,0.9938
"1132-001",4672,"VO9708-3","VO",8,3,"10/8/1997","Insecta","Coleoptera","Aglycyderidae","protspu5","Proterhinus","sp_5","D","endemic","adult",".",1,0.324
"1132-002",4673,"VO9708-3","VO",8,3,"10/8/1997","Insecta","Coleoptera","Aglycyderidae","protspu5","Proterhinus","sp_5","D","endemic","adult",".",1,0.324
"1132-003",4674,"VO9708-3","VO",8,3,"10/8/1997","Insecta","Coleoptera","Aglycyderidae","protspu5","Proterhinus","sp_5","D","endemic","adult",".",1,0.324
"1133-001",4675,"VO9708-3","VO",8,3,"10/8/1997","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","immature","3",1,0.1509
"1133-002",4676,"VO9708-3","VO",8,3,"10/8/1997","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","immature","2",1,0.0495
"1133-003",4677,"VO9708-3","VO",8,3,"10/8/1997","Insecta","Homoptera","Cicadellidae","nesosha1","Nesophrosyne","sp_HA1","H","endemic","immature","1",1,0.0067
"1135-001",4678,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Coleoptera","Carabidae","blachawa","Blackburnia","hawaiiensis","P","endemic","adult",".",1,4.228
"1136-001",4679,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Hymenoptera","Ichneumonidae","spolflav","Spolas","flavifrons","P","endemic","adult","6",1,0.9938
"1136-002",4680,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Hymenoptera","Dryinidae","dicoperk","Dicondylus","perkinsi","P","endemic","adult","3",1,0.1905
"1136-003",4681,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Hymenoptera","Bethylidae","sierspuY","Sierola","sp_Y","P","endemic","adult","2",1,0.0725
"1136-004",4682,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Hymenoptera","Encyrtidae","micrflav","Microterys","flavus","P","adventive","adult","1",1,0.0139
"1136-005",4683,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Hymenoptera","Mymaridae","polypyro","Polynema","pyrophila","P","endemic","adult","1",1,0.0139
"1136-006",4684,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Hymenoptera","Pteromalidae","toxenubi","Toxeuma","nubilipennis","P","endemic","adult","1",1,0.0139
"1136-007",4685,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Hymenoptera","Encyrtidae","anagnigr","Anagyrus","?nigricans","P","endemic","adult","1",1,0.0139
"1136-008",4686,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Hymenoptera","Pteromalidae","cyrtfusc","Cyrtogaster","fuscitarsis","P","adventive","adult","1",1,0.0139
"1136-009",4687,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Hymenoptera","Bethylidae","sierspuN","Sierola","sp_N","P","endemic","adult","2",1,0.0725
"1137-001",4688,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"1137-001",4688,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"1137-001",4688,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"1137-001",4688,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"1138-001",4689,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Coleoptera","Nitidulidae","eupestri","Eupetinus","striatus","D","endemic","adult",".",1,0.3845
"1138-002",4690,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Coleoptera","Nitidulidae","eupestri","Eupetinus","striatus","D","endemic","adult",".",1,0.3845
"1139-001",4691,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","9",1,7.0954
"1139-001",4691,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","9",1,7.0954
"1139-001",4691,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","9",1,7.0954
"1139-001",4691,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","9",1,7.0954
"1139-002",4692,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","8",1,5.1504
"1139-002",4692,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","8",1,5.1504
"1139-002",4692,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","8",1,5.1504
"1139-003",4693,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature","7",1,3.5818
"1139-004",4694,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature","5",1,1.4343
"1139-005",4695,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature","2",1,0.1186
"1140-001",4696,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult","2",1,0.091
"1140-001",4696,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult","2",1,0.091
"1140-002",4697,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Diptera","Dolichopodidae","campmodi","Campsicnemus","modicus","P","endemic","adult","2",1,0.091
"1140-003",4698,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","P","endemic","adult","3",1,0.2584
"1140-004",4699,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Diptera","Cecidomyiidae","cecigsu1","Cecidomyiinae_g","sp_1","D","endemic","adult","1",1,0.0153
"1140-005",4700,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult","2",1,0.091
"1141-001",4701,"VO9708-4","VO",8,4,"10/8/1997","Arachnida","Araneae","Araneidae","aranemma","Araneus","emmae","P","endemic","immature","1",1,0.0433
"1141-002",4702,"VO9708-4","VO",8,4,"10/8/1997","Arachnida","Araneae","Araneidae","aranemma","Araneus","emmae","P","endemic","immature","2",1,0.2523
"1141-003",4703,"VO9708-4","VO",8,4,"10/8/1997","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature","3",1,0.5227
"1141-004",4704,"VO9708-4","VO",8,4,"10/8/1997","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature","1",1,0.0433
"1142-001",4705,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Coleoptera","Staphylinidae","oligspu4","Oligota","sp_4","P","endemic","adult","1",1,0.0763
"1142-002",4706,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Coleoptera","Aglycyderidae","protspu2","Proterhinus","sp_2","D","endemic","adult",".",1,0.369
"1143-001",4707,"VO9708-4","VO",8,4,"10/8/1997","Insecta","Homoptera","Triozidae","triospu2","Trioza","sp_2","H","endemic","adult","2",1,0.0982
"1145-001",4708,"VO9708-5","VO",8,5,"10/8/1997","Insecta","Collembola","Entomobryidae","entolaha","Entomobrya","laha","D","endemic","adult","2",1,0.0396
"1146-001",4709,"VO9708-5","VO",8,5,"10/8/1997","Insecta","Diptera","Cecidomyiidae","contspu1","Contarinia","sp_1","T","adventive","adult","1",1,0.0153
"1146-002",4710,"VO9708-5","VO",8,5,"10/8/1997","Insecta","Diptera","Pipunculidae","cephtimb","Cephalops","timberlakei","P","endemic","adult","4",1,0.5417
"1146-003",4711,"VO9708-5","VO",8,5,"10/8/1997","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult","2",1,0.091
"1147-001",4712,"VO9708-5","VO",8,5,"10/8/1997","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","immature","7",1,1.5501
"1147-002",4713,"VO9708-5","VO",8,5,"10/8/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"1148-001",4714,"VO9708-5","VO",8,5,"10/8/1997","Insecta","Hymenoptera","Scelionidae","baeupers","Baeus","persordidus","P","undetermined","adult","1",1,0.0139
"1149-001",4715,"VO9708-5","VO",8,5,"10/8/1997","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","adult","6",1,2.7703
"1149-002",4716,"VO9708-5","VO",8,5,"10/8/1997","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature","1",1,0.0433
"1149-002",4716,"VO9708-5","VO",8,5,"10/8/1997","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature","1",1,0.0433
"1150-001",4717,"VO9708-5","VO",8,5,"10/8/1997","Insecta","Thysanoptera","Phlaeothripidae","karnflav","Karnyothrips","flavipes","P","adventive","adult","2",1,0.0396
"1151-001",4718,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","9",1,7.0954
"1151-001",4718,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","9",1,7.0954
"1151-002",4719,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","8",1,5.1504
"1151-002",4719,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","8",1,5.1504
"1151-002",4719,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","8",1,5.1504
"1151-002",4719,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","8",1,5.1504
"1151-002",4719,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","8",1,5.1504
"1151-002",4719,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","8",1,5.1504
"1151-003",4720,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature","6",1,2.3551
"1151-004",4721,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature","7",1,3.5818
"1152-001",4722,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Homoptera","Triozidae","trioohia","Trioza","ohiacola","H","endemic","adult","2",1,0.0982
"1152-002",4723,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Homoptera","Triozidae","triospu2","Trioza","sp_2","H","endemic","adult","2",1,0.0982
"1153-001",4724,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Hymenoptera","Scelionidae","opisnsoa","Opisthacantha","sp_nr_oahuensis","P","endemic","adult","3",1,0.1905
"1153-002",4725,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Hymenoptera","Scelionidae","opisnigr","Opisthacantha","nigricornis","P","endemic","adult","2",1,0.0725
"1153-003",4726,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Hymenoptera","Mymaridae","polypyro","Polynema","pyrophila","P","endemic","adult","1",1,0.0139
"1153-003",4726,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Hymenoptera","Mymaridae","polypyro","Polynema","pyrophila","P","endemic","adult","1",1,0.0139
"1153-004",4727,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Hymenoptera","Bethylidae","sierspuY","Sierola","sp_Y","P","endemic","adult","2",1,0.0725
"1153-005",4728,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Hymenoptera","Encyrtidae","plaghosp","Plagiomeris","hospes","P","adventive","adult","1",1,0.0139
"1153-005",4728,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Hymenoptera","Encyrtidae","plaghosp","Plagiomeris","hospes","P","adventive","adult","1",1,0.0139
"1153-006",4729,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Hymenoptera","Encyrtidae","anagnigr","Anagyrus","?nigricans","P","endemic","adult","1",1,0.0139
"1153-007",4730,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Hymenoptera","Eulophidae","pauaswez","Pauahiana","swezeyi","P","endemic","adult","1",1,0.0139
"1153-007",4730,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Hymenoptera","Eulophidae","pauaswez","Pauahiana","swezeyi","P","endemic","adult","1",1,0.0139
"1153-007",4730,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Hymenoptera","Eulophidae","pauaswez","Pauahiana","swezeyi","P","endemic","adult","1",1,0.0139
"1153-008",4731,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Hymenoptera","Eupelmidae","eupemsu2","Eupelmus","sp_2","T","endemic","adult","1",1,0.0139
"1153-009",4732,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Hymenoptera","Eupelmidae","eupeaxes","Eupelmus","axestias","P","endemic","adult","2",1,0.0725
"1153-010",4733,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Hymenoptera","Eulophidae","eudemeta","Euderus","metallicus","P","adventive","adult","4",1,0.3782
"1153-011",4734,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Hymenoptera","Scelionidae","opisnigr","Opisthacantha","nigricornis","P","endemic","adult","2",1,0.0725
"1154-001",4735,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Heteroptera","Lygaeidae","oceavulc","Oceanides","vulcan","H","endemic","adult","4",1,0.6562
"1154-002",4736,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","adult","8",1,2.2376
"1154-003",4737,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","immature","5",1,0.6147
"1154-004",4738,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","immature","3",1,0.1509
"1154-004",4738,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","immature","3",1,0.1509
"1154-004",4738,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","immature","3",1,0.1509
"1154-005",4739,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","immature","2",1,0.0495
"1155-001",4740,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Diptera","Dolichopodidae","campmodi","Campsicnemus","modicus","P","endemic","adult","2",1,0.091
"1155-002",4741,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Diptera","Dolichopodidae","campmodi","Campsicnemus","modicus","P","endemic","adult","2",1,0.091
"1155-003",4742,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","P","endemic","adult","3",1,0.2584
"1155-003",4742,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","P","endemic","adult","3",1,0.2584
"1155-003",4742,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","P","endemic","adult","3",1,0.2584
"1155-003",4742,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Diptera","Dolichopodidae","eurymacu","Eurynogaster","maculata","P","endemic","adult","3",1,0.2584
"1155-004",4743,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Diptera","Drosophilidae","scapseto","Scaptomyza","setosiscutellum","P","endemic","adult","2",1,0.091
"1156-001",4744,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"1156-002",4745,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","immature","1",1,0.0056
"1156-002",4745,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","immature","1",1,0.0056
"1156-002",4745,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","immature","1",1,0.0056
"1156-003",4746,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Collembola","Entomobryidae","tomomino","Tomocerus","minor","D","adventive","adult","2",1,0.0396
"1157-001",4747,"VO9708-6","VO",8,6,"10/8/1997","Arachnida","Araneae","Theridiidae","argyspu1","Argyrodes","sp_1","P","endemic","adult","7",1,4.0143
"1157-002",4748,"VO9708-6","VO",8,6,"10/8/1997","Arachnida","Araneae","Salticidae","havaspu3","Havaika","sp_3","P","endemic","immature","2",1,0.2523
"1157-003",4749,"VO9708-6","VO",8,6,"10/8/1997","Arachnida","Araneae","Tetragnathidae","tetrgold","Tetragnatha","golden dome","P","endemic","adult","2",1,0.1971
"1157-004",4750,"VO9708-6","VO",8,6,"10/8/1997","Arachnida","Araneae","Tetragnathidae","tetrgold","Tetragnatha","golden dome","P","endemic","immature","1",1,0.0433
"1158-001",4751,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Coleoptera","Carabidae","blachawa","Blackburnia","hawaiiensis","P","endemic","adult",".",1,4.228
"1159-001",4752,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Homoptera","Cixiidae","oliafili","Oliarus","filicicola","T","endemic","adult","4",1,0.9707
"1159-001",4752,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Homoptera","Cixiidae","oliafili","Oliarus","filicicola","T","endemic","adult","4",1,0.9707
"1159-002",4753,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","H","endemic","immature","1",1,0.0206
"1160-001",4754,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Blattodea","Blattellidae","baltsimi","Balta","similis","D","adventive","immature","6",1,2.1425
"1160-002",4755,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Blattodea","Blattellidae","baltsimi","Balta","similis","D","adventive","immature","3",1,0.4179
"1160-002",4755,"VO9708-6","VO",8,6,"10/8/1997","Insecta","Blattodea","Blattellidae","baltsimi","Balta","similis","D","adventive","immature","3",1,0.4179
"1160-003",4756,"VO9708-6","VO",8,6,"10/8/1997","Malacostraca","Isopoda","Porcellionidae","porcscab","Porcellio","scaber","D","adventive","immature","3",1,0.3192
"1161-001",4757,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult","2",1,0.091
"1161-001",4757,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult","2",1,0.091
"1161-001",4757,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult","2",1,0.091
"1161-001",4757,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult","2",1,0.091
"1161-001",4757,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult","2",1,0.091
"1161-001",4757,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult","2",1,0.091
"1161-001",4757,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult","2",1,0.091
"1161-001",4757,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult","2",1,0.091
"1161-001",4757,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult","2",1,0.091
"1161-001",4757,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult","2",1,0.091
"1161-001",4757,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Diptera","Ephydridae","hydrtrit","Hydrellia","tritici","T","adventive","adult","2",1,0.091
"1161-002",4758,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult","2",1,0.091
"1161-003",4759,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Diptera","Drosophilidae","scapinae","Scaptomyza","inaequalis","D","endemic","adult","2",1,0.091
"1161-004",4760,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Diptera","Cecidomyiidae","porrspu3","Porricondylinae_g","sp_3","U","undetermined","adult","1",1,0.0153
"1161-005",4761,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult","2",1,0.091
"1161-006",4762,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Diptera","Sciaridae","platadro","Platosciara","adrostylata","D","endemic","adult","1",1,0.0153
"1161-007",4763,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Diptera","Lauxaniidae","lauxspu1","Lauxaniidae_g","sp_1","U","undetermined","adult","2",1,0.091
"1162-001",4764,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Hymenoptera","Encyrtidae","plaghosp","Plagiomeris","hospes","P","adventive","adult","1",1,0.0139
"1162-002",4765,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Hymenoptera","Mymaridae","polypyro","Polynema","pyrophila","P","endemic","adult","1",1,0.0139
"1162-003",4766,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Hymenoptera","Bethylidae","sierspuN","Sierola","sp_N","P","endemic","adult","3",1,0.1905
"1163-001",4767,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","8",1,5.1504
"1163-001",4767,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","8",1,5.1504
"1163-001",4767,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","8",1,5.1504
"1163-001",4767,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","8",1,5.1504
"1163-002",4768,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","adult","9",1,7.0954
"1163-003",4769,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature","6",1,2.3551
"1163-004",4770,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature","3",1,0.3574
"1163-005",4771,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Orthoptera","Gryllidae","trigneog","Trigonidium","neogrande","D","endemic","immature","1",1,0.018
"1164-001",4772,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"1164-001",4772,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"1164-001",4772,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"1164-001",4772,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","adult","2",1,0.0396
"1164-002",4773,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","immature","1",1,0.0056
"1164-002",4773,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","immature","1",1,0.0056
"1164-002",4773,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","immature","1",1,0.0056
"1165-001",4774,"VO9709-1","VO",9,1,"10/8/1997","Arachnida","Araneae","Tetragnathidae","tetrhawa","Tetragnatha","hawaiiensis","P","endemic","immature","5",1,1.7866
"1165-002",4775,"VO9709-1","VO",9,1,"10/8/1997","Arachnida","Araneae","Philodromidae","pagiatom","Pagiopalus","atomarius","P","endemic","immature","2",1,0.2523
"1165-003",4776,"VO9709-1","VO",9,1,"10/8/1997","Arachnida","Araneae","Theridiidae","thergral","Theridion","grallator","P","endemic","immature","3",1,0.8256
"1165-004",4777,"VO9709-1","VO",9,1,"10/8/1997","Arachnida","Araneae","Theridiidae","thergral","Theridion","grallator","P","endemic","immature","1",1,0.0433
"1165-005",4778,"VO9709-1","VO",9,1,"10/8/1997","Arachnida","Araneae","Tetragnathidae","tetrhawa","Tetragnatha","hawaiiensis","P","endemic","immature","2",1,0.1971
"1165-006",4779,"VO9709-1","VO",9,1,"10/8/1997","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","adult","7",1,4.0143
"1166-001",4780,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","immature","2",1,0.0495
"1166-001",4780,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","immature","2",1,0.0495
"1166-002",4781,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Homoptera","Cicadellidae","nesosha1","Nesophrosyne","sp_HA1","H","endemic","immature","1",1,0.0067
"1166-003",4782,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"1166-004",4783,"VO9709-1","VO",9,1,"10/8/1997","Insecta","Heteroptera","Miridae","nesihawa","Nesiomiris","hawaiiensis","T","endemic","adult","5",1,0.6093
